LFQ intensity KO_I	LFQ intensity KO_II	LFQ intensity KO_III	LFQ intensity WT_I	LFQ intensity WT_II	LFQ intensity WT_III	C: Only identified by site	C: Reverse	C: Potential contaminant	N: Peptides	N: Razor + unique peptides	N: Unique peptides	N: Sequence coverage [%]	N: Unique + razor sequence coverage [%]	N: Unique sequence coverage [%]	N: Mol. weight [kDa]	N: Q-value	N: Score	N: Intensity	N: MS/MS count	T: Protein IDs	T: Majority protein IDs	T: Protein names	T: Gene names	T: id
0	521770	0	0	365890	577030				2	2	2	15.5	15.5	15.5	52.133	0	22.048	8506300	49	B2RZ74;A0A8I6G5W4	B2RZ74;A0A8I6G5W4		Snrnp70	1938
3791400	0	0	2437800	0	0				5	5	5	54.6	54.6	54.6	13.281	0	16.145	70763000	249	B2RZB7	B2RZB7		Snrpd1	1939
1244900	2844400	3259600	1835500	2719900	3154000				4	4	4	41.7	41.7	41.7	9.9884	0	18.966	76834000	152	B2RZD1	B2RZD1		Sec61b	1940
2348300	3633400	0	2867700	3352900	1990300				4	4	4	28.2	28.2	28.2	13.293	0	10.288	101330000	235	B2RZD4;D4A4W9;P11250	B2RZD4;D4A4W9;P11250	60S ribosomal protein L34	Rpl34;Rpl34-ps1	1941
1011000	0	0	1319400	742780	0				3	3	3	31.1	31.1	31.1	8.4946	0	6.9177	24394000	60	F7FN80;B2RZD6;A0A8I6AXF3	F7FN80;B2RZD6;A0A8I6AXF3		Ndufa4	1942
0	0	0	0	0	0				3	3	3	8.5	8.5	8.5	67.169	0	5.7393	999820	8	B3DM90;Q8CGU6	B3DM90;Q8CGU6	Nicastrin	Ncstn	1943
0	0	0	0	0	0				3	3	3	13.2	13.2	13.2	39.956	0.0007485	4.1272	1880000	10	B4F778	B4F778		Rfc4	1944
0	0	0	0	0	0				3	3	3	7.4	7.4	7.4	74.116	0.0091445	1.7933	965110	7	B4F779;A0A8I6A8C2	B4F779;A0A8I6A8C2		Appl2	1945
0	0	0	0	0	0	+			24	2	1	73.2	8.3	4.5	49.585	1	-2	4176900	1	B4F7C2	B4F7C2		Tubb4a	1946
0	1592100	0	1233500	1324700	1005700				8	8	5	28	28	18.9	37.71	0	20.839	33196000	128	B5DEH2	B5DEH2	Erlin-2	Erlin2	1947
0	0	0	0	0	0				3	2	2	8.1	5.5	5.5	56.435	0.00040355	5.1145	2015800	8	B5DEH4	B5DEH4		Uap1l1	1948
0	0	0	0	0	0				4	4	4	24.2	24.2	24.2	36.883	0.0012849	2.5189	4201200	15	B5DEK0;A0A8I6AFR9	B5DEK0;A0A8I6AFR9		Rprd1b	1949
0	420680	345690	0	338810	673970				7	7	7	28.1	28.1	28.1	38.098	0	16.869	13967000	55	B5DF29;A0A0G2K649	B5DF29		Rfc5	1950
0	0	0	0	0	0				3	3	3	5.9	5.9	5.9	64.749	0.0013423	2.8792	1434700	9	B5DF62;D4A280	B5DF62	Non-specific serine/threonine protein kinase	Pak4	1951
0	0	0	909230	449970	0				4	4	4	34	34	34	22.094	0	25.9	15405000	50	B5DF65;A0A8I5ZUN1;A0A8I6AHQ8;A0A8I5ZND2	B5DF65;A0A8I5ZUN1;A0A8I6AHQ8		Blvrb	1952
0	0	0	0	0	0	+			13	1	1	18.5	2.5	2.5	71.028	1	-2	1335400	1	B5DF80	B5DF80	Polyadenylate-binding protein	Pabpc6	1953
378730	0	0	465570	636760	411550				11	11	11	18.6	18.6	18.6	88.931	0	20.584	21649000	79	B5DF89;A0A8I6A4V1;A0A1W2Q6C6;A0A0G2JSP3;A0A8I6ASL8	B5DF89;A0A8I6A4V1;A0A1W2Q6C6;A0A0G2JSP3;A0A8I6ASL8	Cullin-3	Cul3	1954
1473100	793280	250900	1762800	1089900	441050				10	10	10	34	34	34	36.169	0	63.455	93828000	291	B5DF91	B5DF91	ELAV-like protein	Elavl1	1955
0	0	0	0	0	0				1	1	1	10.1	10.1	10.1	18.733	0.0003917	4.6348	7096800	45	B5DFI3	B5DFI3		Ap1s1	1956
0	0	0	0	0	0				2	2	2	19.7	19.7	19.7	24.215	0	14.132	1454700	4	B5DFI8	B5DFI8	Ubiquitin-conjugating enzyme E2 S	Ube2s	1957
0	0	0	0	0	0				1	1	1	1.3	1.3	1.3	110.18	0	5.9343	5533800	58	B5DFJ4	B5DFJ4		Vps18	1958
0	0	0	0	0	0				3	3	3	9.5	9.5	9.5	79.421	0	8.6055	2630000	16	B5DFL9;A0A8I6AT73;F7FA26;A0A8I6GL41	B5DFL9;A0A8I6AT73;F7FA26		Sestd1	1959
0	0	0	0	0	0				1	1	1	12.4	12.4	12.4	26.101	0	10.988	3669300	34	B5DFM8	B5DFM8		Bcas2	1960
0	0	0	0	0	0				1	1	1	16.2	16.2	16.2	16.33	0	9.6965	3653600	19	B5DFN3	B5DFN3	Ubiquinol-cytochrome-c reductase complex assembly factor 2	Uqcc2	1961
758350	913360	0	631760	815040	0				16	3	3	46.6	8.9	8.9	51.153	0	8.7829	23758000	113	C9WPN6;A0A8I6AZV4	C9WPN6;A0A8I6AZV4		Eif2s3y	1962
0	0	0	0	0	0			+	10	4	1	34.3	18.7	4.6	46.311	0	13.827	16750000	36	CON__A2I7N0	CON__A2I7N0			1963
577090	0	0	0	0	340710			+	9	9	8	19.4	19.4	18.1	80.674	0	16.982	10179000	45	CON__ENSEMBL:ENSBTAP00000006074;A0A8I6A7Z1;A0A8I6AP06;M0RBU0;P35444	CON__ENSEMBL:ENSBTAP00000006074			1964
3111100	1106200	793430	612980	357990	188830			+	50	50	12	41.6	41.6	11	192.99	0	323.31	233970000	996	CON__ENSEMBL:ENSBTAP00000007350;F1LNM4	CON__ENSEMBL:ENSBTAP00000007350			1965
0	0	0	0	0	0			+	2	2	2	9.3	9.3	9.3	51.988	0.00039573	4.7947	1086200	5	CON__ENSEMBL:ENSBTAP00000013050	CON__ENSEMBL:ENSBTAP00000013050			1966
0	0	0	0	0	0			+	1	1	1	13.3	13.3	13.3	11.756	0.0012711	2.4429	572330	4	CON__ENSEMBL:ENSBTAP00000014147	CON__ENSEMBL:ENSBTAP00000014147			1967
900340	0	1230600	356890	0	1110900			+	15	15	15	28.5	28.5	28.5	77.456	0	138.18	69294000	297	CON__ENSEMBL:ENSBTAP00000016046;A0A0G2JY81;D3ZQ25;A0A8I6AAN5	CON__ENSEMBL:ENSBTAP00000016046			1968
3247400	0	0	1363600	0	854030			+	26	2	2	58.5	4.2	4.2	53.661	0	79.061	32014000	106	CON__ENSEMBL:ENSBTAP00000018229	CON__ENSEMBL:ENSBTAP00000018229			1969
1884100	0	0	210860	60044	331670			+	13	13	13	41.1	41.1	41.1	55.207	0	53.873	46172000	192	CON__ENSEMBL:ENSBTAP00000018574	CON__ENSEMBL:ENSBTAP00000018574			1970
0	0	0	0	0	0			+	3	3	3	6	6	6	67.703	0	6.9545	687070	4	CON__ENSEMBL:ENSBTAP00000023055;F7ELL4	CON__ENSEMBL:ENSBTAP00000023055			1971
22562000	3650400	9088700	12119000	4812700	9149300			+	73	73	73	63.4	63.4	63.4	164.34	0	323.31	3060000000	4592	CON__ENSEMBL:ENSBTAP00000024146;P06238	CON__ENSEMBL:ENSBTAP00000024146			1972
6434400	0	2157400	1338900	295540	781480			+	8	8	8	34.9	34.9	34.9	43.9	0	106.95	124670000	272	CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462	CON__ENSEMBL:ENSBTAP00000024466;CON__ENSEMBL:ENSBTAP00000024462			1973
0	0	0	0	0	0			+	11	5	4	21.5	14.4	12.1	59.299	0	8.8719	2180900	5	CON__ENSEMBL:ENSBTAP00000025008;M0R8B6	CON__ENSEMBL:ENSBTAP00000025008;M0R8B6		Tubb1	1974
0	0	0	0	0	0			+	2	2	2	3.4	3.4	3.4	121.45	0	7.6795	1679900	9	CON__ENSEMBL:ENSBTAP00000031900	CON__ENSEMBL:ENSBTAP00000031900			1975
1806200	0	413920	334400	0	229400			+	19	19	18	33.3	33.3	31	92.273	0	86.215	36942000	170	CON__ENSEMBL:ENSBTAP00000032840	CON__ENSEMBL:ENSBTAP00000032840			1976
0	0	0	0	0	0			+	1	1	1	15.1	15.1	15.1	14.759	0.0013391	2.8547	2289200	8	CON__ENSEMBL:ENSBTAP00000033053	CON__ENSEMBL:ENSBTAP00000033053			1977
1733800	0	1271200	449640	0	521930			+	7	7	7	20.9	20.9	20.9	65.19	0	35.117	36725000	126	CON__ENSEMBL:ENSBTAP00000037665	CON__ENSEMBL:ENSBTAP00000037665			1978
0	0	0	0	0	0			+	10	2	2	15.2	4.1	4.1	63.165	0.00068236	3.0374	2016100	13	CON__ENSEMBL:ENSBTAP00000038253	CON__ENSEMBL:ENSBTAP00000038253			1979
0	0	0	0	0	0			+	2	1	1	27.5	15	15	8.5787	0	11.362	34250000	52	CON__ENSEMBL:ENSBTAP00000038329	CON__ENSEMBL:ENSBTAP00000038329			1980
0	0	0	0	0	0			+	10	1	1	15.4	2	2	59.504	0.00068027	3.0195	5755500	4	CON__O95678;CON__P07744;Q6IFZ5	CON__O95678			1981
1451500	0	1588200	427120	0	828220			+	22	22	22	45.9	45.9	45.9	70.505	0	119.23	69896000	282	CON__P00735;G3V843;P18292	CON__P00735			1982
7998600	61689000	18181000	10787000	41166000	30674000			+	7	7	7	45.5	45.5	45.5	24.409	0	259.64	1338200000	667	CON__P00761	CON__P00761			1983
4462600	0	6760300	1421700	976770	3289600			+	12	12	12	30.7	30.7	30.7	39.234	0	154.89	171740000	389	CON__P00978	CON__P00978			1984
0	0	0	0	0	0			+	43	6	6	36	6.8	6.8	192.79	0	27.445	8941900	49	CON__P01030	CON__P01030			1985
3052300	0	3318700	930790	0	1146000			+	12	12	12	25.1	25.1	25.1	68.889	0	175.46	116270000	263	CON__P01044-1;CON__Q2KJ62;CON__P01045-1	CON__P01044-1;CON__Q2KJ62;CON__P01045-1			1986
10795000	1433200	0	6495800	0	0			+	6	6	6	43	43	43	15.184	0	49.36	173610000	137	CON__P01966;Q63910;A0A0A0MP82;A0A8I6AWV0;A0A8I5ZYH2;P01946;G3V8R3	CON__P01966			1987
0	0	0	0	0	0			+	7	3	3	51.7	27.6	27.6	15.954	0	24.494	8363700	27	CON__P02070;A0A8I5ZV52;O88752	CON__P02070			1988
1283100	1102700	2197500	1960800	821720	1527300			+	26	22	4	53.2	47.9	15.7	51.621	0	173.83	142350000	576	CON__P02533;Q6IFV1;A0A0G2JW58;A0A0G2JT54;Q6IFU7;CON__A2A4G1;CON__P19012;A0A8I6A5I5;A0A0G2JXJ9;Q63279;CON__P19001;CON__Q61782;CON__Q9D312;Q6IFW5;A0A0G2K4H9;A0A8I6A9U4;D4AC62;CON__Q8N1A0	CON__P02533			1989
681430	691170	2210800	1333500	268620	1210200			+	26	15	2	47.2	29.8	3.5	60.044	0	89.025	75987000	302	CON__P02538	CON__P02538			1990
0	0	0	0	0	0			+	8	2	2	73.6	29.3	29.3	15.057	0	6.133	2125900	7	CON__P02584	CON__P02584			1991
294120	0	1089000	0	0	632420			+	5	5	5	13.2	13.2	13.2	67.011	0	16.327	12271000	59	CON__P02672	CON__P02672			1992
0	0	0	0	0	0			+	3	3	3	6.3	6.3	6.3	56.44	0.00073368	3.854	1267100	4	CON__P02676	CON__P02676			1993
0	0	0	0	0	0			+	8	2	2	10.3	3.6	3.6	69.366	0.00071327	3.5115	48807000	4	CON__P02768-1	CON__P02768-1			1994
178980000	14267000	127020000	42195000	9280600	43001000			+	83	83	77	84.3	84.3	82.7	69.293	0	323.31	17821000000	8729	CON__P02769;A0A0G2JSH5;A0A8I5Y4N3;P02770	CON__P02769			1995
0	0	0	0	0	0			+	2	2	2	2.1	2.1	2.1	138.44	0	9.0828	1186600	4	CON__P04258	CON__P04258			1996
0	0	2469800	721240	0	0			+	25	3	2	45.4	6.4	4.6	59.998	0	19.015	8787300	45	CON__P04259	CON__P04259			1997
15155000	10553000	24965000	17028000	8973400	13312000			+	40	38	28	61.3	58.2	47.2	66.017	0	323.31	2453600000	2880	CON__P04264	CON__P04264			1998
5465200	889750	3595000	1735500	889760	3263800			+	38	38	38	62.6	62.6	62.6	91.215	0	323.31	347760000	1066	CON__P06868;A0A8I5ZVK5;Q01177;A0A0G2K6S8	CON__P06868			1999
0	0	0	0	0	0			+	4	4	4	7.4	7.4	7.4	75.132	0	9.7741	3386700	18	CON__P07224	CON__P07224			2000
0	0	0	0	0	0			+	1	1	1	8.1	8.1	8.1	26.558	0	6.1741	624700	0	CON__P07477	CON__P07477			2001
446130	405170	877370	1370100	168830	781550			+	23	9	7	50.1	27.7	21.4	51.267	0	70.253	47968000	240	CON__P08779;CON__Q9Z2K1;CON__Q3ZAW8	CON__P08779			2002
47903000	11904000	39697000	15133000	7259900	28509000			+	23	23	23	57.7	57.7	57.7	38.418	0	323.31	2233900000	1798	CON__P12763;A0A8I5Y586;P24090	CON__P12763			2003
11717000	6246900	15923000	9887600	4592600	7158300			+	34	34	19	59.5	59.5	46.2	59.51	0	323.31	2029400000	4084	CON__P13645;CON__Q148H6;CON__Q7Z3Y7;CON__P05784;CON__Q7Z3Z0;CON__Q7Z3Y8;CON__Q2M2I5;Q5BJY9;Q6IFW7;A0A8I6ACU5;CON__Q7Z3Y9;A0A8I6ANI5;Q6IFX0;Q6IFW8;Q6IFX1	CON__P13645			2004
1537000	1569900	3643100	1470900	895960	1748400			+	26	21	4	44.2	36.6	9	62.378	0	95.263	161580000	613	CON__P13647	CON__P13647			2005
10598000	281700	4693500	1320500	0	2594100			+	17	17	17	57.4	57.4	57.4	30.276	0	190.32	278070000	519	CON__P15497	CON__P15497			2006
1767000	0	992370	426930	0	270020			+	9	9	9	37.4	37.4	37.4	38.252	0	98.576	60777000	188	CON__P17690	CON__P17690			2007
0	0	0	0	0	0			+	4	4	4	14.8	14.8	14.8	51.113	0	11.057	5677500	25	CON__P17697	CON__P17697			2008
3610600	0	1779600	988050	412090	1286600			+	11	11	11	27.4	27.4	27.4	54.71	0	138.61	94495000	301	CON__P28800	CON__P28800			2009
36299000	2211800	22640000	8713700	2512800	9789700			+	22	22	22	49.5	49.5	49.5	46.103	0	323.31	926630000	1037	CON__P34955	CON__P34955			2010
13399000	11446000	24020000	22459000	11782000	14582000			+	34	33	33	63.6	63.6	63.6	62.129	0	323.31	1733100000	2795	CON__P35527;CON__Q99456	CON__P35527			2011
6797400	5260100	14430000	7402200	3542700	6221600			+	41	41	30	80.3	80.3	66.5	65.432	0	323.31	1470400000	2659	CON__P35908v2;CON__P35908;A0A0G2JWX4;Q6IG02;CON__Q6NXH9;Q6IG03;CON__Q9R0H5;A0A0G2JXH6;CON__REFSEQ:XP_932229	CON__P35908v2;CON__P35908			2012
2759100	752450	2761700	1135200	431640	1707800			+	17	17	13	42.8	42.8	35.5	52.347	0	79.574	89092000	294	CON__P41361;A0A096MIW4;Q7TPI9	CON__P41361			2013
1223400	0	0	221560	0	0			+	3	3	3	7.9	7.9	7.9	51.723	0	10.293	13899000	51	CON__P50448	CON__P50448			2014
0	0	0	0	0	0			+	16	2	0	33.5	3.9	0	55.802	0.00068074	3.0195	2684600	6	CON__P78386	CON__P78386			2015
0	0	0	0	0	0			+	3	3	3	27	27	27	11.202	0	12.981	33352000	53	CON__P81644	CON__P81644			2016
313130	0	947780	0	0	0			+	5	5	5	21.8	21.8	21.8	35.979	0	6.4737	8572400	43	CON__Q03247	CON__Q03247			2017
0	0	0	0	0	0			+	13	4	1	28.5	13.4	2.5	48.105	0	9.0483	9923100	33	CON__Q04695	CON__Q04695			2018
0	0	0	0	0	0			+	6	6	6	25.7	25.7	25.7	38.756	0	20.334	9096900	35	CON__Q05443	CON__Q05443			2019
0	0	0	0	0	0			+	4	4	4	35.4	35.4	35.4	26.59	0	8.3855	6998300	24	CON__Q05B55	CON__Q05B55			2020
11897000	131650	9125500	3187400	30745	990950			+	50	50	49	68	68	68	77.738	0	323.31	1086500000	1686	CON__Q0IIK2;CON__Q29443	CON__Q0IIK2;CON__Q29443			2021
2103200	500060	2025400	813600	0	1686600			+	15	15	15	19.1	19.1	19.1	99.536	0	69.024	101740000	316	CON__Q0V8M9;A0A8I6ALV3;A0A8I5ZPG2;D3ZBS2;A0A8I6GKX5;Q63416	CON__Q0V8M9			2022
1021100	0	0	251340	0	0			+	11	11	11	20.2	20.2	20.2	101.24	0	38.635	20933000	74	CON__Q0VCM5	CON__Q0VCM5			2023
0	0	0	0	0	0			+	19	6	0	36.8	10.3	0	54.971	0.00070771	3.4062	17289000	16	CON__Q14533;CON__P78385	CON__Q14533;CON__P78385			2024
0	0	0	0	0	0			+	4	1	0	7.6	2.3	0	55.877	0.0006812	3.0285	3879500	23	CON__Q14CN4-1;CON__Q6IME9;Q6IG04	CON__Q14CN4-1;CON__Q6IME9;Q6IG04	Keratin, type II cytoskeletal 72	Krt72	2025
0	0	0	0	0	0			+	14	3	0	31.2	7.7	0	47.237	0	10.935	27682000	27	CON__Q9UE12;CON__Q15323	CON__Q9UE12;CON__Q15323			2026
0	0	0	0	0	0			+	13	13	13	12.2	12.2	12.2	188.74	0	38.108	10342000	48	CON__Q1A7A4	CON__Q1A7A4			2027
0	0	0	0	0	0			+	6	6	6	23.5	23.5	23.5	65.056	0	60.615	7808200	40	CON__Q1RMK2	CON__Q1RMK2			2028
1868400	0	2057800	1566400	0	0			+	3	3	3	19.2	19.2	19.2	24.536	0	8.8976	27563000	72	CON__Q1RMN8	CON__Q1RMN8			2029
0	0	0	0	0	0			+	1	1	1	2.8	2.8	2.8	68.886	0.00075586	4.1926	854220	4	CON__Q28065	CON__Q28065			2030
931320	0	607180	0	0	616920			+	16	16	16	17.8	17.8	17.8	140.37	0	78.636	32089000	137	CON__Q28085	CON__Q28085			2031
0	0	0	0	0	0			+	1	1	1	0.8	0.8	0.8	248.98	0.0094062	1.7774	951260	3	CON__Q28107	CON__Q28107			2032
0	0	0	0	0	0			+	19	4	4	22.6	5	5	129.39	0	7.4426	3419300	22	CON__Q28194	CON__Q28194			2033
448620	0	639320	0	0	494260			+	9	9	9	12	12	12	93.089	0	15.463	13819000	78	CON__Q29RQ1	CON__Q29RQ1			2034
0	0	0	0	0	0			+	6	5	5	14	12.7	12.7	69.182	0	6.0251	3896300	12	CON__Q2HJF0	CON__Q2HJF0			2035
0	0	0	0	0	0			+	8	8	8	28	28	28	38.348	0	13.841	9183900	50	CON__Q2KIF2	CON__Q2KIF2			2036
0	0	0	0	0	0			+	1	1	1	3.3	3.3	3.3	48.821	0.008613	1.8339	191580000	100	CON__Q2KIG3	CON__Q2KIG3			2037
0	0	0	0	0	0			+	1	1	1	6.9	6.9	6.9	29.091	0.00069638	3.2707	1192700	5	CON__Q2KIH2	CON__Q2KIH2			2038
0	0	0	0	0	0			+	4	4	4	8.9	8.9	8.9	86.858	0.00074766	4.1058	1679400	7	CON__Q2KJC7;A0A8I5Y6L2;A0A8I5Y5Q6;D3ZAF5;A0A0G2K692;A0A8I6AK89;A0A8I6AHK0	CON__Q2KJC7;A0A8I5Y6L2;A0A8I5Y5Q6;D3ZAF5;A0A0G2K692;A0A8I6AK89;A0A8I6AHK0		Postn	2039
5000200	160480	5634400	2092000	261070	1973200			+	17	17	17	51.7	51.7	51.7	53.553	0	280.22	206510000	646	CON__Q2KJF1	CON__Q2KJF1			2040
0	0	0	0	0	0			+	1	1	1	2	2	2	75.166	0.0039478	2.0482	859740	3	CON__Q2TBQ1	CON__Q2TBQ1			2041
7168300	920310	5063900	2073000	1071600	4182400			+	64	64	64	48	48	48	187.37	0	323.31	546900000	1736	CON__Q2UVX4;A0A8I6ATP7;M0RBF1;M0RBJ7;P01026	CON__Q2UVX4			2042
0	0	0	0	0	0			+	6	6	6	13.3	13.3	13.3	68.932	0	7.5579	5492300	20	CON__Q32PI4	CON__Q32PI4			2043
2790700	65009	2366900	1060000	77399	1957300			+	21	21	20	37.8	37.8	37.8	85.411	0	123.85	126290000	477	CON__Q3KUS7	CON__Q3KUS7			2044
391450	0	661070	314720	0	447320			+	7	7	7	19.7	19.7	19.7	61.998	0	36.862	16004000	84	CON__Q3MHN2	CON__Q3MHN2			2045
14202000	437240	11687000	3277500	216790	3529300			+	29	29	5	64.8	64.8	12.7	53.341	0	323.31	644530000	1290	CON__Q3MHN5	CON__Q3MHN5			2046
30985000	2422300	3288900	8509800	1596700	3520700			+	14	14	10	64.7	64.7	47.3	22.06	0	323.31	838320000	719	CON__Q3SX09;A0A1K0H3R5;A0A0G2JTW9;A0A0G2JSW3;P11517;P02091;Q62669;A0A8I6AUL4;A0A8I5ZXF1	CON__Q3SX09			2047
861400	0	0	293690	0	0			+	16	4	4	27.9	8.1	8.1	85.686	0	34.956	12592000	73	CON__Q3SX14	CON__Q3SX14			2048
20681000	892960	7714400	4974700	1177700	3529600			+	29	29	29	57.9	57.9	57.9	68.587	0	323.31	879770000	1479	CON__Q3SZ57	CON__Q3SZ57			2049
3191600	900850	5134000	1343500	798470	3410500			+	12	12	12	46.7	46.7	46.7	45.456	0	193.34	186050000	567	CON__Q3SZH5	CON__Q3SZH5			2050
1050200	0	1538000	0	0	0			+	4	4	4	26.2	26.2	26.2	23.182	0	33.099	16342000	86	CON__Q3SZR3	CON__Q3SZR3			2051
9050700	0	1170800	819970	0	908390			+	12	12	12	42.8	42.8	42.8	52.295	0	105.55	118770000	170	CON__Q3SZV7	CON__Q3SZV7			2052
4335300	0	1526300	1022800	223210	1172800			+	26	26	26	37.6	37.6	37.6	101.51	0	194	180850000	575	CON__Q3T052	CON__Q3T052			2053
3615100	0	2215200	1318400	0	0			+	5	5	5	25.4	25.4	25.4	26.133	0	36.604	49672000	109	CON__Q3Y5Z3	CON__Q3Y5Z3			2054
3975600	1714300	2118700	2159100	1845300	1540100			+	8	8	8	21.9	21.9	21.9	54.099	0	42.372	119240000	428	CON__Q3ZBS7	CON__Q3ZBS7			2055
0	0	0	0	0	0			+	7	1	1	12.7	2.6	2.6	50.675	0.0010156	2.9877	192930	1	Q6IFV6;CON__Q497I4	Q6IFV6;CON__Q497I4		Krt35	2056
8995400	1865700	11360000	4089000	1256600	3855500			+	16	16	16	54.5	54.5	54.5	42.663	0	309.3	436980000	706	CON__Q58D62	CON__Q58D62			2057
1182900	1064600	1643100	638890	718370	902090			+	8	8	8	7.5	7.5	7.5	248.07	0	74.667	39477000	133	CON__Q5D862;A0A8I6AWD2;A0A8I6AT81	CON__Q5D862			2058
0	0	0	0	0	0	+		+	13	1	1	30.8	6.6	6.6	50.133	1	-2	541460	1	CON__Q6IFX2	CON__Q6IFX2			2059
0	0	0	0	0	0			+	18	1	1	38.3	2.4	2.4	54.195	0	19.744	20462000	46	CON__Q6NT21	CON__Q6NT21			2060
0	0	0	0	0	0			+	5	3	2	9.6	6.7	4.4	56.964	0.00041754	5.6481	2955800	16	CON__Q8N1N4-2;CON__Q7RTT2	CON__Q8N1N4-2;CON__Q7RTT2			2061
0	296850	1107400	0	0	0			+	9	7	6	16.8	13.5	11.4	61.802	0	13.601	10503000	57	CON__Q7Z794	CON__Q7Z794			2062
0	2285000	3407100	0	0	2461200			+	3	3	3	4.3	4.3	4.3	282.39	0	8.8011	26780000	34	CON__Q86YZ3	CON__Q86YZ3			2063
0	0	0	0	0	0			+	9	1	1	13.6	1.8	1.8	59.74	0.003367	2.104	7627300	14	CON__Q8BGZ7	CON__Q8BGZ7			2064
0	0	0	0	0	0	+		+	12	2	2	31.2	6.9	6.9	49.411	1	-2	1626400	3	CON__Q8IUT8;CON__O76011	CON__Q8IUT8;CON__O76011			2065
1682400	0	1408300	652890	188080	1188300			+	13	13	13	38.2	38.2	38.2	46.228	0	151.11	80534000	277	CON__Q95121;A0A8J8XL70;A0A8I6GIT3	CON__Q95121			2066
0	0	0	0	0	0			+	2	2	2	20.3	20.3	20.3	13.48	0	14.486	9385400	21	CON__Q9BYR9	CON__Q9BYR9			2067
0	0	0	0	0	0	+		+	11	1	1	29.6	3.8	3.8	44.56	1	-2	6333100	2	CON__Q9D646	CON__Q9D646			2068
0	0	0	0	0	0			+	6	6	6	26	26	26	45.296	0	20.417	6738400	31	CON__Q9N2I2	CON__Q9N2I2			2069
5515600	627360	4020300	2393400	846740	2284200			+	27	27	27	35.6	35.6	35.6	106.19	0	322.08	432530000	771	CON__Q9TRI1;D3ZFH5;A0A8I6A7A2;A0A8I5ZVC4	CON__Q9TRI1			2070
831460	0	0	180480	0	0			+	10	10	10	30.2	30.2	30.2	46.017	0	25.762	21975000	85	CON__Q9TT36	CON__Q9TT36			2071
7925700	0	3020000	2530000	0	0			+	13	13	6	43.1	43.1	25.5	46.203	0	88.129	190290000	354	CON__Q9TTE1	CON__Q9TTE1			2072
2202500	0	0	444500	0	0			+	8	7	6	19.7	17.7	15.3	46.897	0	15.895	34870000	119	CON__REFSEQ:XP_001252647;CON__A2I7N3	CON__REFSEQ:XP_001252647;CON__A2I7N3			2073
2135100	0	1063400	304570	0	519980			+	17	17	17	29.5	29.5	29.5	69.561	0	79.24	51867000	220	CON__REFSEQ:XP_585019;G3V9R9;P36953	CON__REFSEQ:XP_585019			2074
0	0	0	0	0	0			+	13	3	2	25	5	2.5	53.728	0	92.846	17885000	46	CON__REFSEQ:XP_986630	CON__REFSEQ:XP_986630			2075
309680	312550	0	390480	520180	537980				5	5	5	11.9	11.9	11.9	60.377	0	8.4986	14935000	62	D3Z863	D3Z863		Cwf19l1	2076
0	0	0	440550	493780	0				4	2	2	22.5	10.1	10.1	23.909	0.00074991	4.1406	6326800	33	D3Z8L7	D3Z8L7	Ras-related protein R-Ras	Rras	2077
0	0	0	0	0	0				3	3	3	42.2	42.2	42.2	17.861	0	12.332	10476000	43	D3Z8W5	D3Z8W5		Ube2l3	2078
0	0	0	0	0	0				1	1	1	3.9	3.9	3.9	39.667	0.0012551	2.331	658850	3	D3Z9C2;G3V9M8	D3Z9C2;G3V9M8		Fam50b;LOC100910130	2079
3780100	2598100	1353400	3939300	2593100	0				5	5	3	31.9	31.9	18.1	18.678	0	30.275	143180000	210	D3ZPN7;D3Z9G3;Q6PDW2;P20280;D3ZZH9;M0R5R7;D4A7B4;D3ZPH0;D4A870;A0A8I5ZVN3;D3ZLH3;A0A8I6AWN1;F1LWH4;D3ZEK2;D4A4G7;D4A9T8;M0RAP0;D4A4G9;D3ZPV5;D3ZPU6;A0A8I6A5T5;D3ZIM9;D3ZQ96;A0A8I5Y0P1;A0A0G2K267;F1LY43;D3ZCN5;A0A8I6G7W2	D3ZPN7;D3Z9G3;Q6PDW2;P20280;D3ZZH9;M0R5R7;D4A7B4;D3ZPH0;D4A870;A0A8I5ZVN3	60S ribosomal protein L21	LOC100360604;LOC100361103;Rpl21;LOC681195;LOC100360611;RGD1565370;LOC686080	2080
0	0	0	0	0	0				2	2	2	18.5	18.5	18.5	11.928	0.0024837	2.2383	1929700	7	D3Z9I1	D3Z9I1		Coa3	2081
613830	657970	307430	465530	227870	338080				9	9	9	23.4	23.4	23.4	70.027	0	48.537	29580000	156	D3ZA22	D3ZA22		Trim47	2082
0	0	0	0	0	0				2	2	2	6.5	6.5	6.5	65.779	0.00069493	3.2411	1533500	7	D3ZA31;A0A8I6ABE9;A0A8I5ZQN1;A0A8I5ZTB8	D3ZA31;A0A8I6ABE9;A0A8I5ZQN1;A0A8I5ZTB8		Mtmr2	2083
1202600	2517000	1232400	1383200	2162600	0				4	4	4	34.1	34.1	34.1	10.452	0	15.385	57386000	147	D3ZAF6;A0A8I5ZLZ0	D3ZAF6;A0A8I5ZLZ0	ATP synthase subunit f, mitochondrial	Atp5j2	2084
0	0	0	0	0	0				3	2	2	8.5	5.4	5.4	38.066	0.0012563	2.3358	5505800	12	D3ZAP9;A0A8I6ALX9	D3ZAP9	Glycerol-3-phosphate dehydrogenase [NAD(+)]	Gpd1l	2085
